"","Section","Category","Example","job","jobcode"
"333","Technology","Metadata management software","CA Erwin Data Modeler","Data Administrator","15-1141.00"
"334","Technology","Metadata management software","Data dictionary software","Data Administrator","15-1141.00"
"335","Technology","Metadata management software","Data mapping software","Data Administrator","15-1141.00"
"336","Technology","Metadata management software","Data modeling software","Data Administrator","15-1141.00"
"337","Technology","Metadata management software","IBM Rational Data Architect","Data Administrator","15-1141.00"
"338","Technology","Metadata management software","Pentaho Kettle","Data Administrator","15-1141.00"
"339","Technology","Metadata management software","Visual Paradigm DB Visual ARCHITECT","Data Administrator","15-1141.00"
"340","Technology","Network monitoring software","Nagios","Data Administrator","15-1141.00"
"341","Technology","Network monitoring software","Wireshark","Data Administrator","15-1141.00"
"342","Technology","Network monitoring software","Zabbix","Data Administrator","15-1141.00"
"343","Technology","Network security and virtual private network VPN equipment software","Virtual private networking VPN software","Data Administrator","15-1141.00"
"344","Technology","Network security or virtual private network VPN management software","Database security software","Data Administrator","15-1141.00"
"345","Technology","Object or component oriented development software","Advanced business application programming ABAP","Data Administrator","15-1141.00"
"346","Technology","Object or component oriented development software","C#","Data Administrator","15-1141.00"
"347","Technology","Object or component oriented development software","C++","Data Administrator","15-1141.00"
"348","Technology","Object or component oriented development software","jQuery","Data Administrator","15-1141.00"
"349","Technology","Object or component oriented development software","Microsoft ActiveX","Data Administrator","15-1141.00"
"350","Technology","Object or component oriented development software","Microsoft Visual Basic.NET","Data Administrator","15-1141.00"
"351","Technology","Object or component oriented development software","Microsoft Visual C# .NET","Data Administrator","15-1141.00"
"352","Technology","Object or component oriented development software","Oracle Java","Data Administrator","15-1141.00"
"353","Technology","Object or component oriented development software","Practical extraction and reporting language Perl","Data Administrator","15-1141.00"
"354","Technology","Object or component oriented development software","Python","Data Administrator","15-1141.00"
"355","Technology","Object or component oriented development software","R","Data Administrator","15-1141.00"
"356","Technology","Object or component oriented development software","SAP PowerBuilder","Data Administrator","15-1141.00"
"357","Technology","Object or component oriented development software","Swift","Data Administrator","15-1141.00"
"358","Technology","Object oriented data base management software","Hibernate ORM","Data Administrator","15-1141.00"
"359","Technology","Object oriented data base management software","IBM Informix","Data Administrator","15-1141.00"
"360","Technology","Object oriented data base management software","Object database management system ODBMS","Data Administrator","15-1141.00"
"361","Technology","Object oriented data base management software","PostgreSQL","Data Administrator","15-1141.00"
"362","Technology","Object oriented data base management software","Transact-SQL","Data Administrator","15-1141.00"
"363","Technology","Office suite software","Microsoft Office","Data Administrator","15-1141.00"
"364","Technology","Operating system software","Apple Macintosh OS","Data Administrator","15-1141.00"
"365","Technology","Operating system software","Bash","Data Administrator","15-1141.00"
"366","Technology","Operating system software","DOS shell script","Data Administrator","15-1141.00"
"367","Technology","Operating system software","Hewlett Packard HP-UX","Data Administrator","15-1141.00"
"368","Technology","Operating system software","Job control language JCL","Data Administrator","15-1141.00"
"369","Technology","Operating system software","Kornshell","Data Administrator","15-1141.00"
"370","Technology","Operating system software","Linux","Data Administrator","15-1141.00"
"371","Technology","Operating system software","Microsoft Windows","Data Administrator","15-1141.00"
"372","Technology","Operating system software","Oracle Solaris","Data Administrator","15-1141.00"
"373","Technology","Operating system software","Red Hat Enterprise Linux","Data Administrator","15-1141.00"
"374","Technology","Operating system software","Shell script","Data Administrator","15-1141.00"
